file,source_url,document_date,downloaded_at,http_status,bytes,sha256,notes
cities/salvador/data/evidence/cms_despesa_orcamentaria_2025-11.pdf,https://www.cms.ba.gov.br/transparencia/uploads/prestacao-contas/0159da3047870d346f6999757220e95e_1767886104.pdf,2026-01-06,2026-08-17,200,51889,d9b882a7ab20733d8d020eff7185dc81158b41bfe6fecd8b6dd6a77d2792a92a,Arquivo oficial preservado sem alteração; verificar a fonte antes de qualquer inferência nova.
cities/salvador/data/evidence/cms_celula_orcamentaria_2026-08-10.pdf,https://www.cms.ba.gov.br/uploads/exec-orcamentaria/a81d0525b1bf67680570fa60790b8e07_1786371766.pdf,2026-08-10,2026-08-17,200,87592,fd0dc01fa03e8af1c555800394b7c2f557f4529f4067bf6612e7f454b6b46ace,Arquivo oficial preservado sem alteração; verificar a fonte antes de qualquer inferência nova.
